scenario_id,event_id,timestamp,profile_id,threshold_offset,baseline_state,variant_state,state_changed,previous_variant_state,E_t,A_t,I_t,M_t,U_t,C_t,theta_A,theta_E,theta_I,theta_U,theta_N,theta_L,tau_E_hours,rationale
rapid_pivot,EVT-RP-018H,2026-12-02T02:00:00Z,threshold_baseline,0.0,Escalate,Escalate,False,Prepare,0.85,0.24,0.75,0.0,0.522222,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,"The case remained in Prepare until delta_t=18h, meeting the internal 18h safeguard."
rapid_pivot,EVT-RP-020H,2026-12-02T04:00:00Z,threshold_baseline,0.0,Report-Ready,Report-Ready,False,Escalate,0.85,1.0,0.75,0.0,0.15,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot,EVT-RP-022H,2026-12-02T06:00:00Z,threshold_baseline,0.0,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot,EVT-RP-072H,2026-12-04T08:00:00Z,threshold_baseline,0.0,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,1.0,0.15,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot,EVT-RP-002H,2026-12-01T10:00:00Z,threshold_plus_0_05,0.05,Prepare,Monitor,True,,0.85,0.24,0.75,0.0,0.522222,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot,EVT-RP-012H,2026-12-01T20:00:00Z,threshold_plus_0_05,0.05,Prepare,Monitor,True,Monitor,0.85,0.24,0.75,0.0,0.522222,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot,EVT-RP-018H,2026-12-02T02:00:00Z,threshold_plus_0_05,0.05,Escalate,Monitor,True,Monitor,0.85,0.24,0.75,0.0,0.522222,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot,EVT-RP-020H,2026-12-02T04:00:00Z,threshold_plus_0_05,0.05,Report-Ready,Report-Ready,False,Monitor,0.85,1.0,0.75,0.0,0.15,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot,EVT-RP-022H,2026-12-02T06:00:00Z,threshold_plus_0_05,0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot,EVT-RP-072H,2026-12-04T08:00:00Z,threshold_plus_0_05,0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,1.0,0.15,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot,EVT-RP-002H,2026-12-01T10:00:00Z,threshold_plus_0_10,0.1,Prepare,Monitor,True,,0.85,0.24,0.75,0.0,0.522222,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot,EVT-RP-012H,2026-12-01T20:00:00Z,threshold_plus_0_10,0.1,Prepare,Monitor,True,Monitor,0.85,0.24,0.75,0.0,0.522222,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot,EVT-RP-018H,2026-12-02T02:00:00Z,threshold_plus_0_10,0.1,Escalate,Monitor,True,Monitor,0.85,0.24,0.75,0.0,0.522222,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot,EVT-RP-020H,2026-12-02T04:00:00Z,threshold_plus_0_10,0.1,Report-Ready,Monitor,True,Monitor,0.85,1.0,0.75,0.0,0.15,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot,EVT-RP-022H,2026-12-02T06:00:00Z,threshold_plus_0_10,0.1,Report-Ready,Monitor,True,Monitor,0.85,1.0,0.75,0.0,0.15,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot,EVT-RP-072H,2026-12-04T08:00:00Z,threshold_plus_0_10,0.1,Report-Ready,Monitor,True,Monitor,0.85,1.0,0.75,1.0,0.15,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot_control,EVT-RPC-002H,2026-12-01T10:00:00Z,threshold_minus_0_10,-0.1,Prepare,Prepare,False,,0.85,0.24,0.75,0.0,0.522222,False,0.6,0.6,0.6,0.4,0.1,0.1,18.0,Uncertainty is high while exploitation evidence or impact meets its threshold.
rapid_pivot_control,EVT-RPC-012H,2026-12-01T20:00:00Z,threshold_minus_0_10,-0.1,Report-Ready,Report-Ready,False,Prepare,0.85,1.0,0.75,0.0,0.15,False,0.6,0.6,0.6,0.4,0.1,0.1,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-018H,2026-12-02T02:00:00Z,threshold_minus_0_10,-0.1,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.6,0.6,0.6,0.4,0.1,0.1,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-020H,2026-12-02T04:00:00Z,threshold_minus_0_10,-0.1,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.6,0.6,0.6,0.4,0.1,0.1,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-022H,2026-12-02T06:00:00Z,threshold_minus_0_10,-0.1,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.6,0.6,0.6,0.4,0.1,0.1,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-072H,2026-12-04T08:00:00Z,threshold_minus_0_10,-0.1,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,1.0,0.15,False,0.6,0.6,0.6,0.4,0.1,0.1,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-002H,2026-12-01T10:00:00Z,threshold_minus_0_05,-0.05,Prepare,Prepare,False,,0.85,0.24,0.75,0.0,0.522222,False,0.65,0.65,0.65,0.45,0.15,0.15,18.0,Uncertainty is high while exploitation evidence or impact meets its threshold.
rapid_pivot_control,EVT-RPC-012H,2026-12-01T20:00:00Z,threshold_minus_0_05,-0.05,Report-Ready,Report-Ready,False,Prepare,0.85,1.0,0.75,0.0,0.15,False,0.65,0.65,0.65,0.45,0.15,0.15,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-018H,2026-12-02T02:00:00Z,threshold_minus_0_05,-0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.65,0.65,0.65,0.45,0.15,0.15,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-020H,2026-12-02T04:00:00Z,threshold_minus_0_05,-0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.65,0.65,0.65,0.45,0.15,0.15,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-022H,2026-12-02T06:00:00Z,threshold_minus_0_05,-0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.65,0.65,0.65,0.45,0.15,0.15,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-072H,2026-12-04T08:00:00Z,threshold_minus_0_05,-0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,1.0,0.15,False,0.65,0.65,0.65,0.45,0.15,0.15,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-002H,2026-12-01T10:00:00Z,threshold_baseline,0.0,Prepare,Prepare,False,,0.85,0.24,0.75,0.0,0.522222,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,Uncertainty is high while exploitation evidence or impact meets its threshold.
rapid_pivot_control,EVT-RPC-012H,2026-12-01T20:00:00Z,threshold_baseline,0.0,Report-Ready,Report-Ready,False,Prepare,0.85,1.0,0.75,0.0,0.15,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-018H,2026-12-02T02:00:00Z,threshold_baseline,0.0,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-020H,2026-12-02T04:00:00Z,threshold_baseline,0.0,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-022H,2026-12-02T06:00:00Z,threshold_baseline,0.0,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-072H,2026-12-04T08:00:00Z,threshold_baseline,0.0,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,1.0,0.15,False,0.7,0.7,0.7,0.5,0.2,0.2,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-002H,2026-12-01T10:00:00Z,threshold_plus_0_05,0.05,Prepare,Monitor,True,,0.85,0.24,0.75,0.0,0.522222,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot_control,EVT-RPC-012H,2026-12-01T20:00:00Z,threshold_plus_0_05,0.05,Report-Ready,Report-Ready,False,Monitor,0.85,1.0,0.75,0.0,0.15,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-018H,2026-12-02T02:00:00Z,threshold_plus_0_05,0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-020H,2026-12-02T04:00:00Z,threshold_plus_0_05,0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-022H,2026-12-02T06:00:00Z,threshold_plus_0_05,0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,0.0,0.15,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-072H,2026-12-04T08:00:00Z,threshold_plus_0_05,0.05,Report-Ready,Report-Ready,False,Report-Ready,0.85,1.0,0.75,1.0,0.15,False,0.75,0.75,0.75,0.55,0.25,0.25,18.0,"Applicability, exploitation evidence, and impact meet the prototype thresholds; human review is required."
rapid_pivot_control,EVT-RPC-002H,2026-12-01T10:00:00Z,threshold_plus_0_10,0.1,Prepare,Monitor,True,,0.85,0.24,0.75,0.0,0.522222,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot_control,EVT-RPC-012H,2026-12-01T20:00:00Z,threshold_plus_0_10,0.1,Report-Ready,Monitor,True,Monitor,0.85,1.0,0.75,0.0,0.15,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot_control,EVT-RPC-018H,2026-12-02T02:00:00Z,threshold_plus_0_10,0.1,Report-Ready,Monitor,True,Monitor,0.85,1.0,0.75,0.0,0.15,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot_control,EVT-RPC-020H,2026-12-02T04:00:00Z,threshold_plus_0_10,0.1,Report-Ready,Monitor,True,Monitor,0.85,1.0,0.75,0.0,0.15,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot_control,EVT-RPC-022H,2026-12-02T06:00:00Z,threshold_plus_0_10,0.1,Report-Ready,Monitor,True,Monitor,0.85,1.0,0.75,0.0,0.15,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
rapid_pivot_control,EVT-RPC-072H,2026-12-04T08:00:00Z,threshold_plus_0_10,0.1,Report-Ready,Monitor,True,Monitor,0.85,1.0,0.75,1.0,0.15,False,0.8,0.8,0.8,0.6,0.3,0.3,18.0,No higher-precedence transition rule is satisfied.
